Sol g 3.0101				WHO/IUIS	viewallergen.php?aid=597	
Sol s 3.0101				WHO/IUIS	viewallergen.php?aid=606	
Tod p 1.0101				WHO/IUIS	viewallergen.php?aid=616	
Tri a 14.0101				WHO/IUIS	viewallergen.php?aid=618	
Tri t 1.0101				WHO/IUIS	viewallergen.php?aid=629	
Vesp m 1.0101				WHO/IUIS	viewallergen.php?aid=651	
Can s 2.0101	XM030636604	XP030492464		WHO/IUIS	viewallergen.php?aid=1048	No GenBank sequence data found
Pan h 2.0101	XM_026921449	XP_026777250		WHO/IUIS	viewallergen.php?aid=978	
Que ac 1.0101		MN201198		WHO/IUIS	viewallergen.php?aid=1047	No GenBank sequence data found
Cor a 15.0101	MK737923			WHO/IUIS	viewallergen.php?aid=968	No external DB ID found
Cup s 7.0101	LC511610			WHO/IUIS	viewallergen.php?aid=997	No external DB ID found
Bla g 1.0102	L47595			WHO/IUIS	viewallergen.php?aid=137	Original GenBank nucleotide ID(No Uniprot Found)
Cor a 15.0101	MK737923			WHO/IUIS	viewallergen.php?aid=968	No external DB ID found
Cup s 7.0101	LC511610			WHO/IUIS	viewallergen.php?aid=997	No external DB ID found
Hom a 3.0101	EH115965			WHO/IUIS	viewallergen.php?aid=371	Original GenBank nucleotide ID(No Uniprot Found)
Jug r 6.0101	XM_018959147			WHO/IUIS	viewallergen.php?aid=895	Original GenBank nucleotide ID(No Uniprot Found)
Lup a 5.0101	FG090100			WHO/IUIS	viewallergen.php?aid=891	Original GenBank nucleotide ID(No Uniprot Found)
Ole e 1.0102	X76395			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)
Ole e 1.0103	X76396			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)
Ole e 1.0104	X76397			WHO/IUIS	viewallergen.php?aid=454	Original GenBank nucleotide ID(No Uniprot Found)
	AK068307			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)
	AK119653			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)
	AK242260			COMPARE		Original GenBank nucleotide ID(No Uniprot Found)
Exo m 1.0101			Submitted	WHO/IUIS	viewallergen.php?aid=945	No UniProt sequence data found
Mac i 2.01			C0HLR7	WHO/IUIS	viewallergen.php?aid=1020	No UniProt sequence data found
Mor a 2.0101	MN947650	QOS47419	UPI0018A40992	WHO/IUIS	viewallergen.php?aid=1044	No UniProt sequence data found
Cry j 1.0103	AB081309	BAB86286	Q8RUR1	WHO/IUIS	viewallergen.php?aid=245	No UniProt sequence data found
Per a 7			Q9UB83	Uniprot		No UniProt sequence data found
Pen c 13.0101		Q9URH1	Q9URH1	WHO/IUIS	viewallergen.php?aid=477	No UniProt sequence data found
		S65143		COMPARE		No GenBank sequence data found
Can s 2.0101	XM030636604	XP030492464		WHO/IUIS	viewallergen.php?aid=1048	No GenBank sequence data found
Asc l 5.0101	MN275230	MN275230		WHO/IUIS	viewallergen.php?aid=987	No GenBank sequence data found
		G53806		COMPARE		No GenBank sequence data found
		I53806		COMPARE		No GenBank sequence data found
Ant o I		G37396		COMPARE		No GenBank sequence data found
Syr v 1.0101	X76541	S43242		WHO/IUIS	viewallergen.php?aid=612	No GenBank sequence data found
Que ac 1.0101		MN201198		WHO/IUIS	viewallergen.php?aid=1047	No GenBank sequence data found
